D1    dce_setenv          | Debug level is <DEBUG:DEBUG>
D3213 dce_pop_int         | got <dce_svr_pid>=25945
D3214 dce_submit_ext      | data transferred, Socket <368> closed
D3215 dce_table_destroy   | about to clear <9965e70>
D3216 dce_table_destroy   | current time is <Mon Sep 07 15:30:09 2020>
D3217 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3219 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3220 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3221 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3222 dce_push_long       | sending <dce_rpccount>=0
D3223 dce_pop_long        | got <dce_rpccount>=80228
D3224 dce_pop_int         | got <dce_svr_pid>=13146
D3225 dce_submit_ext      | data transferred, Socket <368> closed
D3226 dce_pop_long        | got <dce_result>=1
D3227 dce_table_destroy   | about to clear <99658a0>
D3228 dce_table_destroy   | current time is <Mon Sep 07 15:30:09 2020>
D3229 dce_findserver      | current time is <Mon Sep 07 15:30:09 2020>
D3230 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3231 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3232 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3233 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3234 dce_push_long       | sending <dce_rpccount>=0
D3235 dce_pop_long        | got <dce_rpccount>=55152062
D3236 dce_pop_int         | got <dce_svr_pid>=25945
D3237 dce_submit_ext      | data transferred, Socket <368> closed
D3238 dce_table_destroy   | about to clear <9965370>
D3239 dce_table_destroy   | current time is <Mon Sep 07 15:30:09 2020>
D3240 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3242 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3243 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3244 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3245 dce_push_long       | sending <dce_rpccount>=0
D3246 dce_pop_long        | got <dce_rpccount>=80229
D3247 dce_pop_int         | got <dce_svr_pid>=13146
D3248 dce_submit_ext      | data transferred, Socket <368> closed
D3249 dce_pop_long        | got <dce_result>=0
D3250 dce_table_destroy   | about to clear <9965660>
D3251 dce_table_destroy   | current time is <Mon Sep 07 15:30:09 2020>
D3252 dce_findserver      | current time is <Mon Sep 07 15:30:10 2020>
D3253 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3254 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3255 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3256 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3257 dce_push_long       | sending <dce_rpccount>=0
D3258 dce_pop_long        | got <dce_rpccount>=55152081
D3259 dce_pop_int         | got <dce_svr_pid>=25945
D3260 dce_submit_ext      | data transferred, Socket <368> closed
D3261 dce_table_destroy   | about to clear <99656f0>
D3262 dce_table_destroy   | current time is <Mon Sep 07 15:30:10 2020>
D3263 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3265 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3266 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3267 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3268 dce_push_long       | sending <dce_rpccount>=0
D3269 dce_pop_long        | got <dce_rpccount>=80230
D3270 dce_pop_int         | got <dce_svr_pid>=13146
D3271 dce_submit_ext      | data transferred, Socket <368> closed
D3272 dce_pop_long        | got <dce_result>=0
D3273 dce_table_destroy   | about to clear <9965ec0>
D3274 dce_table_destroy   | current time is <Mon Sep 07 15:30:10 2020>
D3275 dce_findserver      | current time is <Mon Sep 07 15:30:10 2020>
D3276 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3277 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3278 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3279 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3280 dce_push_long       | sending <dce_rpccount>=0
D3281 dce_pop_long        | got <dce_rpccount>=55152089
D3282 dce_pop_int         | got <dce_svr_pid>=25945
D3283 dce_submit_ext      | data transferred, Socket <368> closed
D3284 dce_table_destroy   | about to clear <99659f0>
D3285 dce_table_destroy   | current time is <Mon Sep 07 15:30:10 2020>
D3286 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3288 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3289 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3290 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3291 dce_push_long       | sending <dce_rpccount>=0
D3292 dce_pop_long        | got <dce_rpccount>=80231
D3293 dce_pop_int         | got <dce_svr_pid>=13146
D3294 dce_submit_ext      | data transferred, Socket <368> closed
D3295 dce_pop_long        | got <dce_result>=0
D3296 dce_table_destroy   | about to clear <9966a20>
D3297 dce_table_destroy   | current time is <Mon Sep 07 15:30:10 2020>
D3298 dce_findserver      | current time is <Mon Sep 07 15:30:11 2020>
D3299 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3300 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3301 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3302 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3303 dce_push_long       | sending <dce_rpccount>=0
D3304 dce_pop_long        | got <dce_rpccount>=55152098
D3305 dce_pop_int         | got <dce_svr_pid>=25945
D3306 dce_submit_ext      | data transferred, Socket <368> closed
D3307 dce_table_destroy   | about to clear <9966230>
D3308 dce_table_destroy   | current time is <Mon Sep 07 15:30:11 2020>
D3309 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3311 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3312 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3313 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3314 dce_push_long       | sending <dce_rpccount>=0
D3315 dce_pop_long        | got <dce_rpccount>=80232
D3316 dce_pop_int         | got <dce_svr_pid>=13146
D3317 dce_submit_ext      | data transferred, Socket <368> closed
D3318 dce_pop_long        | got <dce_result>=0
D3319 dce_table_destroy   | about to clear <9966230>
D3320 dce_table_destroy   | current time is <Mon Sep 07 15:30:11 2020>
D3321 dce_findserver      | current time is <Mon Sep 07 15:30:12 2020>
D3322 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3323 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3324 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3325 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3326 dce_push_long       | sending <dce_rpccount>=0
D3327 dce_pop_long        | got <dce_rpccount>=55152105
D3328 dce_pop_int         | got <dce_svr_pid>=25945
D3329 dce_submit_ext      | data transferred, Socket <368> closed
D3330 dce_table_destroy   | about to clear <9966c20>
D3331 dce_table_destroy   | current time is <Mon Sep 07 15:30:12 2020>
D3332 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3334 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3335 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3336 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3337 dce_push_long       | sending <dce_rpccount>=0
D3338 dce_pop_long        | got <dce_rpccount>=80233
D3339 dce_pop_int         | got <dce_svr_pid>=13146
D3340 dce_submit_ext      | data transferred, Socket <368> closed
D3341 dce_pop_long        | got <dce_result>=0
D3342 dce_table_destroy   | about to clear <9966c20>
D3343 dce_table_destroy   | current time is <Mon Sep 07 15:30:12 2020>
D3344 dce_findserver      | current time is <Mon Sep 07 15:30:12 2020>
D3345 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3346 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3347 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3348 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3349 dce_push_long       | sending <dce_rpccount>=0
D3350 dce_pop_long        | got <dce_rpccount>=55152121
D3351 dce_pop_int         | got <dce_svr_pid>=25945
D3352 dce_submit_ext      | data transferred, Socket <368> closed
D3353 dce_table_destroy   | about to clear <9967b90>
D3354 dce_table_destroy   | current time is <Mon Sep 07 15:30:12 2020>
D3355 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3357 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3358 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3359 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3360 dce_push_long       | sending <dce_rpccount>=0
D3361 dce_pop_long        | got <dce_rpccount>=80234
D3362 dce_pop_int         | got <dce_svr_pid>=13146
D3363 dce_submit_ext      | data transferred, Socket <368> closed
D3364 dce_pop_long        | got <dce_result>=0
D3365 dce_table_destroy   | about to clear <9967620>
D3366 dce_table_destroy   | current time is <Mon Sep 07 15:30:12 2020>
D3367 dce_findserver      | current time is <Mon Sep 07 15:30:13 2020>
D3368 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3369 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3370 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3371 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3372 dce_push_long       | sending <dce_rpccount>=0
D3373 dce_pop_long        | got <dce_rpccount>=55152141
D3374 dce_pop_int         | got <dce_svr_pid>=25945
D3375 dce_submit_ext      | data transferred, Socket <368> closed
D3376 dce_table_destroy   | about to clear <99673c0>
D3377 dce_table_destroy   | current time is <Mon Sep 07 15:30:13 2020>
D3378 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3380 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3381 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3382 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3383 dce_push_long       | sending <dce_rpccount>=0
D3384 dce_pop_long        | got <dce_rpccount>=80235
D3385 dce_pop_int         | got <dce_svr_pid>=13146
D3386 dce_submit_ext      | data transferred, Socket <368> closed
D3387 dce_pop_long        | got <dce_result>=1
D3388 dce_table_destroy   | about to clear <99678b0>
D3389 dce_table_destroy   | current time is <Mon Sep 07 15:30:13 2020>
D3390 dce_findserver      | current time is <Mon Sep 07 15:30:13 2020>
D3391 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3392 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3393 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3394 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3395 dce_push_long       | sending <dce_rpccount>=0
D3396 dce_pop_long        | got <dce_rpccount>=55152143
D3397 dce_pop_int         | got <dce_svr_pid>=25945
D3398 dce_submit_ext      | data transferred, Socket <368> closed
D3399 dce_table_destroy   | about to clear <9967aa0>
D3400 dce_table_destroy   | current time is <Mon Sep 07 15:30:13 2020>
D3401 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3403 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3404 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3405 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3406 dce_push_long       | sending <dce_rpccount>=0
D3407 dce_pop_long        | got <dce_rpccount>=80236
D3408 dce_pop_int         | got <dce_svr_pid>=13146
D3409 dce_submit_ext      | data transferred, Socket <368> closed
D3410 dce_pop_long        | got <dce_result>=0
D3411 dce_table_destroy   | about to clear <99673c0>
D3412 dce_table_destroy   | current time is <Mon Sep 07 15:30:13 2020>
D3413 dce_findserver      | current time is <Mon Sep 07 15:30:14 2020>
D3414 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3415 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3416 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3417 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3418 dce_push_long       | sending <dce_rpccount>=0
D3419 dce_pop_long        | got <dce_rpccount>=55152145
D3420 dce_pop_int         | got <dce_svr_pid>=25945
D3421 dce_submit_ext      | data transferred, Socket <368> closed
D3422 dce_table_destroy   | about to clear <9968e90>
D3423 dce_table_destroy   | current time is <Mon Sep 07 15:30:14 2020>
D3424 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3426 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3427 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3428 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3429 dce_push_long       | sending <dce_rpccount>=0
D3430 dce_pop_long        | got <dce_rpccount>=80237
D3431 dce_pop_int         | got <dce_svr_pid>=13146
D3432 dce_submit_ext      | data transferred, Socket <368> closed
D3433 dce_pop_long        | got <dce_result>=0
D3434 dce_table_destroy   | about to clear <99689a0>
D3435 dce_table_destroy   | current time is <Mon Sep 07 15:30:14 2020>
D3436 dce_findserver      | current time is <Mon Sep 07 15:30:14 2020>
D3437 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3438 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3439 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3440 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3441 dce_push_long       | sending <dce_rpccount>=0
D3442 dce_pop_long        | got <dce_rpccount>=55152157
D3443 dce_pop_int         | got <dce_svr_pid>=25945
D3444 dce_submit_ext      | data transferred, Socket <368> closed
D3445 dce_table_destroy   | about to clear <99685e0>
D3446 dce_table_destroy   | current time is <Mon Sep 07 15:30:14 2020>
D3447 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3449 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3450 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3451 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3452 dce_push_long       | sending <dce_rpccount>=0
D3453 dce_pop_long        | got <dce_rpccount>=80238
D3454 dce_pop_int         | got <dce_svr_pid>=13146
D3455 dce_submit_ext      | data transferred, Socket <368> closed
D3456 dce_pop_long        | got <dce_result>=1
D3457 dce_table_destroy   | about to clear <99689a0>
D3458 dce_table_destroy   | current time is <Mon Sep 07 15:30:14 2020>
D3459 dce_findserver      | current time is <Mon Sep 07 15:30:14 2020>
D3460 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3461 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3462 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3463 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3464 dce_push_long       | sending <dce_rpccount>=0
D3465 dce_pop_long        | got <dce_rpccount>=55152159
D3466 dce_pop_int         | got <dce_svr_pid>=25945
D3467 dce_submit_ext      | data transferred, Socket <368> closed
D3468 dce_table_destroy   | about to clear <99685e0>
D3469 dce_table_destroy   | current time is <Mon Sep 07 15:30:14 2020>
D3470 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3472 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3473 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3474 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<368>
D3475 dce_push_long       | sending <dce_rpccount>=0
D3476 dce_pop_long        | got <dce_rpccount>=80239
D3477 dce_pop_int         | got <dce_svr_pid>=13146
D3478 dce_submit_ext      | data transferred, Socket <368> closed
D3479 dce_pop_long        | got <dce_result>=0
D3480 dce_table_destroy   | about to clear <99689a0>
D3481 dce_table_destroy   | current time is <Mon Sep 07 15:30:14 2020>
D3482 dce_findserver      | current time is <Mon Sep 07 15:30:15 2020>
D3483 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3484 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3485 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3486 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
